"","ENTREZID","SYMBOL","ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","newPadj"
"6308","5966","REL","ENSG00000162924",116.901470214408,2.18133015166095,0.316943888452635,6.88238590846637,5.88583018142159e-12,3.35970544043271e-09,1.11312820391045e-07
"2004","221692","PHACTR1","ENSG00000112137",76.2143794167403,3.73210783224176,0.563176350923628,6.62689018479022,3.42832479046461e-11,1.84181707713607e-08,6.48330501124762e-07
"8762","9034","CCRL2","ENSG00000121797",11.5593255103668,6.85091153183263,1.03947699943601,6.59072931440494,4.37671217731254e-11,2.22069512863308e-08,8.27636272729801e-07
"100","100463289","MTRNR2L5","ENSG00000249860",36.2498092964286,5.55492435916676,0.857180721604701,6.48045881009498,9.1444116514929e-11,4.39557429542551e-08,1.72911679918079e-06
"5048","5455","POU3F3","ENSG00000198914",17.4430768391223,7.16977904077475,1.11139037147308,6.45117973378844,1.10982781112775e-10,5.06802869951486e-08,2.09846242528035e-06
"3619","3383","ICAM1","ENSG00000090339",133.832943462144,3.9763632556349,0.619216287693997,6.42160636704688,1.34843740518075e-10,5.8644184864361e-08,2.54949060197525e-06
"32","100130357","LOC100130357","ENSG00000215022",20.3810494086971,4.36541035783537,0.68504947745065,6.37240155861566,1.86090866574927e-10,7.72530856558548e-08,3.51823392346557e-06
"8013","826","CAPNS1","ENSG00000126247",314.853492389131,3.10718788605642,0.497342984633171,6.24757558075985,4.16872577620202e-10,1.65534663104578e-07,7.88097607990992e-06
"6936","6678","SPARC","ENSG00000113140",475.388328547505,-5.71569762533997,0.918482450541492,-6.22297967911121,4.87800581584887e-10,1.81412946263091e-07,9.22138219428071e-06
"4937","53831","GPR84","ENSG00000139572",9.67860642510133,7.06369103872571,1.1357456562714,6.21943038013942,4.98962952428051e-10,1.81412946263091e-07,9.43189668974745e-06
"6625","64332","NFKBIZ","ENSG00000144802",449.062401859498,2.66980681690354,0.429642253741829,6.21402293105887,5.16449863444693e-10,1.81412946263091e-07,9.76193531883158e-06
"5874","57018","CCNL1","ENSG00000163660",459.304350029899,2.3220646521733,0.387644948826191,5.99018421162105,2.09603488800448e-09,7.09003208597959e-07,3.96171554181726e-05
"7185","7128","TNFAIP3","ENSG00000118503",846.347237006519,3.76168557707589,0.629099675090407,5.97947467789632,2.2385835567998e-09,7.30177986580448e-07,4.23092292235161e-05
"9394","9821","RB1CC1","ENSG00000023287",132.70317512461,1.53374048703978,0.257461481584167,5.95716484501929,2.56651333154716e-09,8.08274698517939e-07,4.85045354529098e-05
"212","10135","NAMPT","ENSG00000105835",591.362904384241,3.76852080196151,0.637514247829677,5.91127306533286,3.3947372160675e-09,1.03347116647815e-06,6.41537439092437e-05
"8489","8553","BHLHE40","ENSG00000134107",94.7156507130561,2.88637096337073,0.492770527651327,5.85743424455178,4.70072841333787e-09,1.38489524512951e-06,8.88296648268456e-05
"4035","4016","LOXL1","ENSG00000129038",15.2360379755931,7.2276545580473,1.24259589697014,5.81657687400283,6.00649262602454e-09,1.71429053604632e-06,0.00011349868466136
"8599","8767","RIPK2","ENSG00000104312",33.4538899875803,2.73273611053705,0.47350160827383,5.77133437941078,7.86462344985955e-09,2.17659412022931e-06,0.000148602060085096
"103","100463486","MTRNR2L8","ENSG00000255823",2031.83394247376,4.84432854287907,0.840944402014904,5.7605812361341,8.38247738690507e-09,2.25168135219424e-06,0.000158378527748184
"82","100302290","MIR1973","ENSG00000284253",8.2598346588451,7.17115277607033,1.2548793307525,5.71461542184307,1.09952398811487e-08,2.86912930955804e-06,0.000207733067074543
"320","10308","ZNF267","ENSG00000185947",69.6223824492345,2.17452362060509,0.389050325610352,5.58931191535091,2.27971139296736e-08,5.78350115332526e-06,0.000430683076359394
"685","1105","CHD1","ENSG00000153922",251.60114306769,2.0690339886713,0.375755959582954,5.50632381444513,3.66404301574176e-08,9.04424455750526e-06,0.000692174366103775
"4402","4973","OLR1","ENSG00000173391",28.0478594309431,5.58758884995322,1.01568154493996,5.50131965849937,3.76959059687968e-08,9.05991340034266e-06,0.000712075663750572
"3681","3433","IFIT2","ENSG00000119922",74.618590735543,3.54624596272166,0.645341473162753,5.4951465389972,3.90386110754079e-08,9.14204192183847e-06,0.000737400324603379
"3262","286262","TPRN","ENSG00000176058",27.2635816139129,4.52658028188138,0.826063703572278,5.47969879599645,4.26050506759728e-08,9.72779819559149e-06,0.000804724197167774
"8529","8638","OASL","ENSG00000135114",14.7046461065804,3.84959515516799,0.709837858961729,5.42320349156741,5.85402844001503e-08,1.30402053030871e-05,0.00110565035146564
"1778","1983","EIF5","ENSG00000100664",219.612707714912,2.00848809350293,0.371975516253919,5.39951691909713,6.6820582436406e-08,1.45302947474213e-05,0.00126197351989396
"8080","83639","TEX101","ENSG00000131126",11.0573098821602,4.60730064442863,0.861409386444804,5.34856099426059,8.86562985457475e-08,1.88301854562398e-05,0.00167427419803644
"542","10746","MAP3K2","ENSG00000169967",150.886530082833,1.58600789063898,0.297575328753787,5.32976943109164,9.83375318530942e-08,2.04117426912343e-05,0.00185700595151383
"9329","9744","ACAP1","ENSG00000072818",58.4890774541501,-2.4063661424793,0.455426032833919,-5.2837694136752,1.2655252456146e-07,2.47830391373911e-05,0.00238969132129404
"9330","9744","ACAP1","ENSG00000288169",58.4890774541501,-2.4063661424793,0.455426032833919,-5.2837694136752,1.2655252456146e-07,2.47830391373911e-05,0.00238969132129404
"1740","1958","EGR1","ENSG00000120738",161.292386987731,3.66104869096798,0.692984055775151,5.28302009325864,1.27071448053964e-07,2.47830391373911e-05,0.00239936308215495
"3724","3552","IL1A","ENSG00000115008",9.33502208397354,7.0864878608068,1.34157551654752,5.28221316906823,1.27632565605701e-07,2.47830391373911e-05,0.00240983047120125
"8093","83699","SH3BGRL2","ENSG00000198478",286.660399373314,-4.71919145117499,0.894041610788668,-5.27849195633301,1.30251382743323e-07,2.47830391373911e-05,0.00245914610619394
"3727","3557","IL1RN","ENSG00000136689",30.4460966820805,3.92766444605095,0.746570297689438,5.26094388995475,1.43317768008143e-07,2.67126770452729e-05,0.00270569614222574
"8630","8843","HCAR3","ENSG00000255398",27.0823295644729,4.66433035617612,0.887452216057352,5.25586648135056,1.47329151926325e-07,2.69111428908626e-05,0.00278127973006517
"4371","4900","NRGN","ENSG00000154146",598.062582913246,-4.82848023788884,0.922378383318558,-5.23481504468568,1.65150154312399e-07,2.95748305751988e-05,0.00311753946295515
"8248","8436","CAVIN2","ENSG00000168497",989.363493984945,-4.83435705479832,0.927133626344475,-5.21430451601604,1.84508158346426e-07,3.24060194264983e-05,0.00348277599694714
"4381","4929","NR4A2","ENSG00000153234",98.7683133074037,3.25889032991671,0.626637762383578,5.20059678101857,1.98649645369912e-07,3.37319725482227e-05,0.00374951205635709
"3602","3309","HSPA5","ENSG00000044574",92.8884863855068,1.70762622233736,0.328398840958527,5.19985459556786,1.99444488952592e-07,3.37319725482227e-05,0.00376431528449122
"1586","1654","DDX3X","ENSG00000215301",334.10445750674,1.75105142253467,0.337330167120644,5.19091262273148,2.09265819589314e-07,3.47495405510764e-05,0.00394947381310912
"7907","81027","TUBB1","ENSG00000101162",1374.23721865101,-3.99241693083041,0.770670778196309,-5.1804441582362,2.21358188659237e-07,3.6101148875443e-05,0.00417747173637711
"6261","5903","RANBP2","ENSG00000153201",223.945219576112,1.7493563071513,0.338504693505629,5.16789380092366,2.36746760737919e-07,3.7933476593323e-05,0.00446764812188526
"2556","23645","PPP1R15A","ENSG00000087074",615.36830437157,3.57042368782216,0.693326111966957,5.14970318612827,2.60899001401706e-07,4.10825962034789e-05,0.00492316415645019
"8645","8870","IER3","ENSG00000137331",10.391462927213,8.14750301421237,1.58371264997919,5.14455890361136,2.68150108971989e-07,4.11600841079014e-05,0.00505972440619246
"8646","8870","IER3","ENSG00000235030",10.391462927213,8.14750301421237,1.58371264997919,5.14455890361136,2.68150108971989e-07,4.11600841079014e-05,0.00505972440619246
"8647","8870","IER3","ENSG00000237155",10.391462927213,8.14750301421237,1.58371264997919,5.14455890361136,2.68150108971989e-07,4.11600841079014e-05,0.00505972440619246
"8648","8870","IER3","ENSG00000230128",10.391462927213,8.14750301421237,1.58371264997919,5.14455890361136,2.68150108971989e-07,4.11600841079014e-05,0.00505972440619246
"8649","8870","IER3","ENSG00000227231",10.391462927213,8.14750301421237,1.58371264997919,5.14455890361136,2.68150108971989e-07,4.11600841079014e-05,0.00505972440619246
"8650","8870","IER3","ENSG00000206478",10.391462927213,8.14750301421237,1.58371264997919,5.14455890361136,2.68150108971989e-07,4.11600841079014e-05,0.00505972440619246
"2967","26986","PABPC1","ENSG00000070756",583.215516006293,1.51367141882368,0.29431757618168,5.14298683232327,2.70404581897962e-07,4.11600841079014e-05,0.00510199365125074
"270","10221","TRIB1","ENSG00000173334",115.713378395861,3.269268226271,0.637741700200938,5.12632030372317,2.95459785949598e-07,4.38367798839274e-05,0.00557443978151107
"9026","9308","CD83","ENSG00000112149",125.620000186937,3.41140147950541,0.665643528281256,5.12496754578824,2.97589001730373e-07,4.38367798839274e-05,0.00561431410664522
"3777","366","AQP9","ENSG00000103569",65.2105728643665,3.22672800534306,0.630799608050822,5.11529805053888,3.13245931464856e-07,4.54107157471196e-05,0.00590938449708451
"7107","692148","SCARNA10","ENSG00000239002",601.077499647465,-2.43578237126213,0.476724552057747,-5.10941247046802,3.23162159728863e-07,4.61162500750579e-05,0.00609613098112527
"4453","50640","PNPLA8","ENSG00000135241",60.4143626625303,2.60455761444045,0.512041349653244,5.0866157903151,3.64509212095136e-07,5.12163482163827e-05,0.00687573726775055
"1924","2162","F13A1","ENSG00000124491",1054.524486968,-4.12063978004819,0.811015020247788,-5.08084274294848,3.75764095987955e-07,5.19977801311817e-05,0.0070876623785248
"5986","5742","PTGS1","ENSG00000095303",267.601431003106,-4.06436488939434,0.801814574356158,-5.06895860886284,3.99998194688455e-07,5.45251270461143e-05,0.00754436595001894
"4677","5142","PDE4B","ENSG00000184588",108.991968007345,2.24784430148949,0.443986849456289,5.06286234432894,4.13008075490146e-07,5.5470628727228e-05,0.00778933230374415
"3342","2920","CXCL2","ENSG00000081041",19.5740443301803,5.94519536327672,1.17573528040131,5.05657647803802,4.26849738648113e-07,5.64988212039597e-05,0.00804995922116477
"9354","9774","BCLAF1","ENSG00000029363",263.835556192767,1.49540369403413,0.29817056035145,5.01526271497601,5.29610493497578e-07,6.90990376730482e-05,0.00998739468637732
"982","1191","CLU","ENSG00000120885",340.98699518872,-4.44414238584327,0.886650166747509,-5.01228393397328,5.37877568941677e-07,6.91892371428779e-05,0.0101427573175332
"7103","692086","SNORD17","ENSG00000212232",652.408944198769,-3.7482132906051,0.749448199182477,-5.00129734742678,5.69458045917419e-07,7.22341712967193e-05,0.0107377009138189
"4554","51132","RLIM","ENSG00000131263",192.300197262886,1.72706772494454,0.345991777251689,4.9916438438599,5.98675724678691e-07,7.49000738834313e-05,0.0112880307888167
"7341","7422","VEGFA","ENSG00000112715",36.3450855443337,3.10550833763378,0.622507615924631,4.98870737994276,6.0784636931545e-07,7.50197417697028e-05,0.0114603354470735
"554","10769","PLK2","ENSG00000145632",9.5705454155291,5.15375727086824,1.03602281109889,4.97455964835536,6.5396125923124e-07,7.96350424074521e-05,0.0123291316202866
"6763","64859","NABP1","ENSG00000173559",124.339719443667,2.6064637996941,0.52676830694888,4.94802698892635,7.49695159015186e-07,9.00916564116538e-05,0.0141332531377543
"6895","6615","SNAI1","ENSG00000124216",6.00874846689741,5.7498068622863,1.1638082372777,4.9405105395506,7.79182806885698e-07,9.24191763024297e-05,0.0146883750926023
"7263","7292","TNFSF4","ENSG00000117586",36.2619896007675,-6.73289069313807,1.36771164097224,-4.92274138162045,8.53402011359686e-07,9.99246226890771e-05,0.0160866279141301
"4329","4783","NFIL3","ENSG00000165030",58.2629643495564,3.16646174465356,0.643724159367951,4.91897297712515,8.69994779608073e-07,0.000100578004077981,0.0163985316008326
"2885","26253","CLEC4E","ENSG00000166523",30.9987194943088,3.11176183918923,0.63931765946292,4.86731719846965,1.13123385636862e-06,0.000129144485127683,0.0213214957248358
"640","10957","PNRC1","ENSG00000146278",318.942991321709,1.75953547311582,0.367246039025707,4.79116256170882,1.65817707603061e-06,0.000185930654418012,0.0312516633519489
"2731","25893","TRIM58","ENSG00000162722",131.863802936137,-4.20602644527727,0.878119073033996,-4.78981333447752,1.66936534132015e-06,0.000185930654418012,0.0314608592225196
"6670","6446","SGK1","ENSG00000118515",81.9694853186249,2.51407681153266,0.525390222170431,4.78516102021617,1.7085030736639e-06,0.000187997091226173,0.0321967404231961
"5628","5577","PRKAR2B","ENSG00000005249",420.862858898306,-4.393071340304,0.919130099028688,-4.77959686549976,1.75647031580561e-06,0.000190974326122055,0.0330989266310408
"5629","5577","PRKAR2B","ENSG00000284096",420.862858898306,-4.393071340304,0.919130099028688,-4.77959686549976,1.75647031580561e-06,0.000190974326122055,0.0330989266310408
"60","100216545","KMT2E-AS1",NA,31.9523879349682,2.31299741981796,0.484785991325821,4.77117214854381,1.83156914522479e-06,0.000196796717686329,0.0345122574034707
"8382","84919","PPP1R15B","ENSG00000158615",158.232337329702,2.04060186661414,0.429001754620629,4.75662825299787,1.96853192348874e-06,0.00020698941528645,0.0370910785023749
"8464","85403","EAF1","ENSG00000144597",42.9027899475994,1.98103503087305,0.416507815030901,4.75629738358228,1.97175945800078e-06,0.00020698941528645,0.0371499199481927
"7336","7414","VCL","ENSG00000035403",707.178095999731,-3.28434448587922,0.693493809301793,-4.73593915594702,2.18043001345653e-06,0.000226293946737482,0.0410793014535209
"3788","3674","ITGA2B","ENSG00000005961",280.541042342351,-7.66302860084763,1.62004718260793,-4.7301268031662,2.24379644058891e-06,0.000227273560134192,0.0422708811442544
"2018","222166","MTURN","ENSG00000180354",219.982348150701,-3.81711468721395,0.807324561771723,-4.72810424451483,2.26625831490015e-06,0.000227273560134192,0.0426917741360891
"5142","54861","SNRK","ENSG00000163788",82.6696820890081,1.53455085312172,0.324609795647267,4.72737075004728,2.27445748989146e-06,0.000227273560134192,0.0428439557370854
"5930","57162","PELI1","ENSG00000197329",171.691414796434,2.22596975466193,0.471001064374774,4.72603975453172,2.28940846735417e-06,0.000227273560134192,0.0431232978910831
"9415","9848","MFAP3L","ENSG00000198948",177.18742817292,-4.24650285427662,0.902402465226539,-4.70577488195422,2.529034775679e-06,0.000248362092540605,0.0476343699999139
"1912","2124","EVI2B","ENSG00000185862",377.871757307845,2.41135950672491,0.513404962661557,4.6967982043339,2.64271305107425e-06,0.000256764875483629,0.0497728576039325
"2054","2282","FKBP1AP1",NA,27.2240007672658,2.95544186095453,0.629941932775511,4.69160998368995,2.71063488582742e-06,0.000260591878023808,0.0510493868047877
"9392","9819","TSC22D2","ENSG00000196428",63.2163444663584,2.10553358328638,0.449627362669354,4.68284129948457,2.82925558977412e-06,0.000269162409389657,0.0532805412666263
"6324","5996","RGS1","ENSG00000090104",41.9382451776719,3.68264020733037,0.789106442543557,4.66684848682768,3.0585469389603e-06,0.00028211095756465,0.0575954974075615
"4407","49854","ZBTB21","ENSG00000173276",52.904074919975,2.02532881432947,0.433996399622302,4.66669496818884,3.06083203202881e-06,0.00028211095756465,0.0576354671631024
"2508","23531","MMD","ENSG00000108960",219.895482046207,-4.36100567478492,0.934758058961624,-4.66538440934047,3.08040620812426e-06,0.00028211095756465,0.0580009684927716
"6239","5874","RAB27B","ENSG00000041353",219.053804609474,-3.93978897021047,0.844575256092276,-4.66481695004811,3.08891883898665e-06,0.00028211095756465,0.0581581639004406
"7814","80230","RUFY1","ENSG00000176783",162.403063574692,-3.55389601860243,0.763952347242835,-4.65198651647413,3.28752580116954e-06,0.000297276961802787,0.061894248258619
"7815","80230","RUFY1","ENSG00000284260",162.403063574692,-3.55389601860243,0.763952347242835,-4.65198651647413,3.28752580116954e-06,0.000297276961802787,0.061894248258619
"6502","6364","CCL20","ENSG00000115009",11.8189657700151,7.07279698154901,1.52231892460358,4.64606782930903,3.38321803341291e-06,0.000302930689207452,0.0636924626970315
"2197","23052","ENDOD1","ENSG00000149218",95.4210049067311,-3.87898345433008,0.838164609019072,-4.62794946552297,3.69304098532918e-06,0.00032746158562147,0.0695214965488217
"8168","84146","ZNF644","ENSG00000122482",123.569078946911,1.72549915402962,0.37330526152379,4.6222202895998,3.796545344915e-06,0.000333402390722199,0.07146616957268
"7182","7114","TMSB4X","ENSG00000205542",725.107185842173,-3.52747164325717,0.764842859329531,-4.61202141097243,3.98771906889666e-06,0.000346855602440316,0.0750608360338419
"1989","2212","FCGR2A","ENSG00000143226",102.042843753076,2.30721493575571,0.502704342240708,4.58960614000615,4.44083143187064e-06,0.000381122040235736,0.0835853292106692
"8926","9188","DDX21","ENSG00000165732",155.854197961621,1.67895969027335,0.365908648917182,4.58846680788177,4.46513284848613e-06,0.000381122040235736,0.0840382653413574
"2677","257358","LINC01366","ENSG00000235172",5.10807617692909,5.92388344851578,1.29220136829367,4.5843346043954,4.55434422201106e-06,0.000385137275737287,0.0857127582582481
"756","11191","PTENP1","ENSG00000237984",45.4279720988762,2.03234377247509,0.44395179616078,4.57784784305515,4.69784195387552e-06,0.000393627436373808,0.0884086877299834
"8218","84281","C2orf88","ENSG00000187699",243.67948555115,-4.07461856378695,0.893344084870574,-4.56108528930068,5.08899036063602e-06,0.000422524990578988,0.0957646206064485
"83","100302650","BABAM2-AS1",NA,9.28904128829871,3.42084059025569,0.750756357628512,4.55652563644141,5.20066941945459e-06,0.000427907331602511,0.097860996465877
"3119","2815","GP9","ENSG00000169704",43.8785208599317,-6.98581346713629,1.53758590583808,-4.54336466054466,5.53633556257858e-06,0.000447891503405437,0.104171689945479
"960","117289","TAGAP","ENSG00000164691",152.367893060793,1.27164581840653,0.279903183171977,4.54316311803147,5.54163362365207e-06,0.000447891503405437,0.104265836629014
"6650","64407","RGS18","ENSG00000150681",675.043211403459,-3.97369641981276,0.87530181601321,-4.53980141148569,5.63072358058449e-06,0.000451099986504194,0.105936433445117
"4930","5366","PMAIP1","ENSG00000141682",40.7913056458587,2.86158048288134,0.632840939792027,4.52180050775753,6.13158333948059e-06,0.00048695435338675,0.115353477365648
"2505","23528","ZNF281","ENSG00000162702",36.1728743098611,2.21486329057505,0.490047821483783,4.51968806609284,6.19308122737068e-06,0.0004875983693929,0.116504244049297
"4866","5272","SERPINB9","ENSG00000170542",98.7280608723863,1.56795997066465,0.347170369371944,4.51639917744478,6.29000439528355e-06,0.000490996667881407,0.118321272679679
"8487","85495","RPPH1","ENSG00000277209",5288.73575201044,-3.92395691622793,0.874087078753268,-4.48920595168249,7.14891549955193e-06,0.000553313942859388,0.134471100546572
"3272","2876","GPX1","ENSG00000233276",123.627102086139,-4.251599597455,0.947824208717788,-4.48564149169237,7.26948858342066e-06,0.000557917976742696,0.136731810765559
"7547","79368","FCRL2","ENSG00000132704",17.0444225093659,-5.68757453213201,1.27202712529031,-4.47126827647952,7.7757081900816e-06,0.000591670726908749,0.146245519639055
"2569","23710","GABARAPL1","ENSG00000139112",59.2756389301406,2.38294351455551,0.533151990820506,4.46953880991465,7.83884352961334e-06,0.000591670726908749,0.147425130261438
"7291","7321","UBE2D1","ENSG00000072401",20.3181513057007,2.20137279980858,0.492889302383961,4.4662620778361,7.95980923858433e-06,0.000595876539147464,0.149692172540817
"358","10398","MYL9","ENSG00000101335",141.499132742049,-4.68309246117714,1.05014179439394,-4.45948583912885,8.21565009546075e-06,0.000610028718063764,0.154495300045139
"42","100131691","MZF1-AS1","ENSG00000267858",11.3850449243105,4.05480599054992,0.911360570274804,4.44917864871779,8.61992960151504e-06,0.000634885621376104,0.162089156226889
"3969","3949","LDLR","ENSG00000130164",25.9304274056529,2.03789976196287,0.460210778647126,4.42818781418733,9.50281375772845e-06,0.000694313584394672,0.178681407086568
"857","114548","NLRP3","ENSG00000162711",130.964342114389,3.44005809517047,0.779386598795949,4.41380195718648,1.01570881320053e-05,0.000736227665949243,0.190973571057964
"3102","2781","GNAZ","ENSG00000128266",96.3049749764412,-4.83144483691116,1.09656643229952,-4.40597550189415,1.05308865569747e-05,0.000757311708069683,0.197991198157681
"6309","597","BCL2A1","ENSG00000140379",44.7288352469796,2.99634787916922,0.680705721613815,4.40182561131627,1.0734382143196e-05,0.000762214204249499,0.201806384292085
"7745","79993","ELOVL7","ENSG00000164181",104.621371417882,-4.97355967205492,1.13004932636597,-4.40118812162738,1.07659731028343e-05,0.000762214204249499,0.202389528360181
"4333","4792","NFKBIA","ENSG00000100906",705.636354150529,3.15306679308407,0.718817499758532,4.38646359353141,1.15208437575697e-05,0.0008093835849068,0.216568820954795
"1732","1944","EFNA3","ENSG00000143590",7.00852838850623,4.46086559222791,1.01867274592858,4.37909584806019,1.19172712290492e-05,0.000829838640197078,0.224008947292438
"8470","85439","STON2","ENSG00000140022",169.296674210713,-4.0045878822394,0.914769440613712,-4.3777018606489,1.1993726103801e-05,0.000829838640197078,0.225434075847043
"340","10347","ABCA7","ENSG00000064687",60.3368915829186,-2.42014135616859,0.55335574234922,-4.37357231695854,1.22229728795793e-05,0.00083573694729434,0.229730775271694
"860","114614","MIR155HG","ENSG00000234883",11.238058103181,4.73505938916727,1.08282477262468,4.3728768577116,1.22619895913108e-05,0.00083573694729434,0.230451832379095
"3131","283131","NEAT1","ENSG00000245532",3526.84486891011,1.48777463323646,0.340669430479433,4.36720908930007,1.25844244395853e-05,0.00084708722568276,0.236499088493127
"4965","54210","TREM1","ENSG00000124731",103.297917631887,3.44246717910857,0.788346004975238,4.3666957876151,1.26140219744723e-05,0.00084708722568276,0.237042700944283
"1786","199786","NIBAN3","ENSG00000167483",41.0283795843677,-3.92263623667105,0.90075216079812,-4.35484521424335,1.33160976486722e-05,0.000884676734029036,0.250222790916199
"3324","29094","LGALSL","ENSG00000119862",79.1187268115536,-5.31447557297371,1.22059581680267,-4.35400113601478,1.33675012915807e-05,0.000884676734029036,0.251175349268802
"1262","140890","SREK1","ENSG00000153914",110.143381749363,1.21214354152336,0.278613564915916,4.35062643805292,1.35749151050586e-05,0.000891940285284172,0.255059079908945
"4600","51257","MARCHF2","ENSG00000099785",77.0088803414309,-5.10016301371256,1.17425193762876,-4.34332944258252,1.40339439203407e-05,0.000915514355889084,0.263669738375361
"981","118987","PDZD8","ENSG00000165650",52.51725223269,1.55543491151958,0.358312668995433,4.34099892666482,1.41836416326834e-05,0.000918717723626221,0.266468075353222
"6325","5997","RGS2","ENSG00000116741",126.32414515897,2.24964419430754,0.521144893554751,4.31673460131716,1.58354364942543e-05,0.00101720394192749,0.297484509981062
"2229","23099","ZBTB43","ENSG00000169155",42.2035631357712,2.06325206237762,0.478157973906659,4.31500084693848,1.59602291399042e-05,0.00101720394192749,0.2998129043931
"589","10857","PGRMC1","ENSG00000101856",133.815892291222,-4.53110168150827,1.05041354477681,-4.31363599987759,1.60591273580938e-05,0.00101720394192749,0.301654648294434
"6705","647190","RPS16P5",NA,30.6004016030614,2.13927160948938,0.496135807657715,4.31186698575335,1.61881813914979e-05,0.00101720394192749,0.304062611076504
"6609","6430","SRSF5","ENSG00000100650",248.460850205431,1.39889938076907,0.324558911903916,4.31015550478309,1.63139786351269e-05,0.00101720394192749,0.306409146724953
"8538","8654","PDE5A","ENSG00000138735",174.973859554081,-3.73143139784563,0.866005889709147,-4.30878293344963,1.64155380480084e-05,0.00101720394192749,0.308300220079646
"20","100128731","OST4","ENSG00000228474",91.0396177316186,-4.23502540749398,0.983091384313432,-4.30786544879713,1.64837603640938e-05,0.00101720394192749,0.309565019637682
"277","10235","RASGRP2","ENSG00000068831",99.5079091658636,-2.19476637924659,0.51001365165439,-4.30334829690768,1.68236056683833e-05,0.00103120799039829,0.31593049084657
"107","100499177","THAP9-AS1","ENSG00000251022",43.265273498906,2.54654526094687,0.593391448287151,4.29150987648639,1.77462308260947e-05,0.00108050884089815,0.333238722452407
"2530","23584","VSIG2","ENSG00000019102",19.7014116004777,-5.85075808179272,1.36575427152587,-4.28390245871684,1.83643447781037e-05,0.00111073881363193,0.344827301898454
"9094","9402","GRAP2","ENSG00000100351",182.233666296253,-3.06977211768172,0.717383680087142,-4.27912176272094,1.87632200931384e-05,0.00112078114164478,0.352298220468767
"2824","26052","DNM3","ENSG00000197959",126.099619258057,-3.94121258890226,0.921065205857672,-4.27897239396022,1.87758145923193e-05,0.00112078114164478,0.352515918970795
"8175","8417","STX7","ENSG00000079950",64.6946068304397,-1.99969755022276,0.467844073033694,-4.27428210697614,1.91754123776818e-05,0.00113720156652836,0.359999191978598
"54","100151683","RNU4ATAC","ENSG00000264229",48.1548399023188,2.56566717352806,0.601693942244411,4.26407346558572,2.00733396494417e-05,0.0011790650063137,0.376836805238969
"3798","3690","ITGB3","ENSG00000259207",871.516557786243,-5.40012456961741,1.26664223350201,-4.26333847615925,2.01395095789923e-05,0.0011790650063137,0.378058873816844
